"","location","date","new_deaths","total_deaths","new_cases","total_cases","new_tests","total_tests","positive_rate","people_fully_vaccinated","icu_patients","hosp_patients","reproduction_rate","population"
"396","Vietnam",2021-02-01,0,35,38,1819,NA,NA,NA,NA,NA,NA,1.36,98186856
"397","Vietnam",2021-02-02,0,35,32,1851,NA,NA,NA,NA,NA,NA,1.3,98186856
"398","Vietnam",2021-02-03,0,35,40,1891,NA,NA,NA,NA,NA,NA,1.24,98186856
"399","Vietnam",2021-02-04,NA,NA,57,1948,NA,NA,NA,NA,NA,NA,1.16,98186856
"400","Vietnam",2021-02-05,0,NA,9,1957,NA,NA,NA,NA,NA,NA,1.12,98186856
"401","Vietnam",2021-02-06,0,NA,19,1976,NA,NA,NA,NA,NA,NA,1.08,98186856
"402","Vietnam",2021-02-07,0,NA,9,1985,NA,NA,NA,NA,NA,NA,1.08,98186856
"403","Vietnam",2021-02-08,0,NA,20,2005,NA,NA,NA,NA,NA,NA,1.07,98186856
"404","Vietnam",2021-02-09,0,NA,48,2053,NA,NA,NA,NA,NA,NA,1.05,98186856
"405","Vietnam",2021-02-10,0,NA,17,2070,NA,NA,NA,NA,NA,NA,1.04,98186856
"406","Vietnam",2021-02-11,0,NA,39,2109,NA,NA,NA,NA,NA,NA,1.03,98186856
"407","Vietnam",2021-02-12,0,NA,31,2140,NA,NA,NA,NA,NA,NA,1.01,98186856
"408","Vietnam",2021-02-13,0,NA,2,2142,NA,NA,NA,NA,NA,NA,1,98186856
"409","Vietnam",2021-02-14,0,NA,53,2195,NA,NA,NA,NA,NA,NA,0.98,98186856
"410","Vietnam",2021-02-15,0,NA,34,2229,NA,NA,NA,NA,NA,NA,0.94,98186856
"411","Vietnam",2021-02-16,0,NA,42,2271,NA,NA,NA,NA,NA,NA,0.9,98186856
"412","Vietnam",2021-02-17,0,NA,40,2311,NA,NA,NA,NA,NA,NA,0.84,98186856
"413","Vietnam",2021-02-18,0,NA,18,2329,NA,NA,NA,NA,NA,NA,0.79,98186856
"414","Vietnam",2021-02-19,0,NA,18,2347,NA,NA,NA,NA,NA,NA,0.76,98186856
"415","Vietnam",2021-02-20,0,NA,15,2362,NA,NA,NA,NA,NA,NA,0.72,98186856
"416","Vietnam",2021-02-21,0,NA,6,2368,NA,NA,NA,NA,NA,NA,0.7,98186856
"417","Vietnam",2021-02-22,0,NA,15,2383,NA,NA,NA,NA,NA,NA,0.69,98186856
"418","Vietnam",2021-02-23,0,NA,12,2395,NA,NA,NA,NA,NA,NA,0.67,98186856
"419","Vietnam",2021-02-24,0,NA,8,2403,NA,NA,NA,NA,NA,NA,0.66,98186856
"420","Vietnam",2021-02-25,0,NA,9,2412,NA,NA,NA,NA,NA,NA,0.66,98186856
"421","Vietnam",2021-02-26,0,NA,9,2421,NA,NA,NA,NA,NA,NA,0.66,98186856
"422","Vietnam",2021-02-27,0,NA,5,2426,NA,NA,NA,NA,NA,NA,0.68,98186856
"423","Vietnam",2021-02-28,0,NA,6,2432,NA,NA,NA,NA,NA,NA,0.7,98186856
"424","Vietnam",2021-03-01,0,NA,16,2448,NA,NA,NA,NA,NA,NA,0.71,98186856
"425","Vietnam",2021-03-02,0,NA,24,2472,NA,NA,NA,NA,NA,NA,0.73,98186856
"426","Vietnam",2021-03-03,0,NA,3,2475,NA,NA,NA,NA,NA,NA,0.71,98186856
"427","Vietnam",2021-03-04,0,NA,7,2482,NA,NA,NA,NA,NA,NA,0.7,98186856
"428","Vietnam",2021-03-05,0,NA,6,2488,NA,NA,NA,NA,NA,NA,0.7,98186856
"429","Vietnam",2021-03-06,0,NA,13,2501,NA,NA,NA,NA,NA,NA,0.7,98186856
"430","Vietnam",2021-03-07,0,NA,8,2509,NA,NA,NA,NA,NA,NA,0.71,98186856
"431","Vietnam",2021-03-08,0,NA,3,2512,NA,NA,NA,NA,NA,NA,0.7,98186856
"432","Vietnam",2021-03-09,0,NA,12,2524,NA,NA,NA,NA,NA,NA,0.68,98186856
"433","Vietnam",2021-03-10,0,NA,2,2526,NA,NA,NA,NA,NA,NA,0.67,98186856
"434","Vietnam",2021-03-11,0,NA,3,2529,NA,NA,NA,NA,NA,NA,0.68,98186856
"435","Vietnam",2021-03-12,0,NA,6,2535,NA,NA,NA,NA,NA,NA,0.7,98186856
"436","Vietnam",2021-03-13,0,NA,15,2550,NA,NA,NA,NA,NA,NA,0.67,98186856
"437","Vietnam",2021-03-14,0,NA,3,2553,NA,NA,NA,NA,NA,NA,0.66,98186856
"438","Vietnam",2021-03-15,0,NA,1,2554,NA,NA,NA,NA,NA,NA,0.66,98186856
"439","Vietnam",2021-03-16,0,NA,5,2559,NA,NA,NA,NA,NA,NA,0.66,98186856
"440","Vietnam",2021-03-17,0,NA,1,2560,NA,NA,NA,NA,NA,NA,0.66,98186856
"441","Vietnam",2021-03-18,0,NA,7,2567,NA,NA,NA,NA,NA,NA,0.65,98186856
"442","Vietnam",2021-03-19,0,NA,3,2570,NA,NA,NA,NA,NA,NA,0.66,98186856
"443","Vietnam",2021-03-20,0,NA,1,2571,NA,NA,NA,NA,NA,NA,0.68,98186856
"444","Vietnam",2021-03-21,0,NA,1,2572,NA,NA,NA,NA,NA,NA,0.71,98186856
"445","Vietnam",2021-03-22,0,NA,0,2572,NA,NA,NA,NA,NA,NA,0.75,98186856
"446","Vietnam",2021-03-23,0,NA,3,2575,NA,NA,NA,NA,NA,NA,0.8,98186856
"447","Vietnam",2021-03-24,0,NA,1,2576,NA,NA,NA,NA,NA,NA,0.85,98186856
"448","Vietnam",2021-03-25,0,NA,0,2576,NA,NA,NA,NA,NA,NA,0.93,98186856
"449","Vietnam",2021-03-26,0,NA,5,2581,NA,NA,NA,NA,NA,NA,1.01,98186856
"450","Vietnam",2021-03-27,0,NA,5,2586,NA,NA,NA,NA,NA,NA,1.06,98186856
"451","Vietnam",2021-03-28,0,NA,4,2590,NA,NA,NA,NA,NA,NA,1.13,98186856
"452","Vietnam",2021-03-29,0,NA,1,2591,NA,NA,NA,NA,NA,NA,1.19,98186856
"453","Vietnam",2021-03-30,0,NA,3,2594,NA,NA,NA,NA,NA,NA,1.25,98186856
"454","Vietnam",2021-03-31,0,NA,0,2594,NA,NA,NA,NA,NA,NA,1.34,98186856
"455","Vietnam",2021-04-01,0,NA,9,2603,NA,NA,NA,NA,NA,NA,1.38,98186856
"456","Vietnam",2021-04-02,0,NA,14,2617,NA,NA,NA,NA,NA,NA,1.36,98186856
"457","Vietnam",2021-04-03,0,NA,3,2620,NA,NA,NA,NA,NA,NA,1.37,98186856
"458","Vietnam",2021-04-04,0,NA,9,2629,NA,NA,NA,NA,NA,NA,1.38,98186856
"459","Vietnam",2021-04-05,0,NA,2,2631,NA,NA,NA,NA,NA,NA,1.39,98186856
"460","Vietnam",2021-04-06,0,NA,6,2637,NA,NA,NA,NA,NA,NA,1.41,98186856
"461","Vietnam",2021-04-07,0,NA,11,2648,NA,NA,NA,NA,NA,NA,1.4,98186856
"462","Vietnam",2021-04-08,0,NA,11,2659,NA,NA,NA,NA,NA,NA,1.39,98186856
"463","Vietnam",2021-04-09,0,NA,10,2669,NA,NA,NA,NA,NA,NA,1.39,98186856
"464","Vietnam",2021-04-10,0,NA,14,2683,NA,NA,NA,NA,NA,NA,1.36,98186856
"465","Vietnam",2021-04-11,0,NA,9,2692,NA,NA,NA,NA,NA,NA,1.34,98186856
"466","Vietnam",2021-04-12,0,NA,4,2696,NA,NA,NA,NA,NA,NA,1.36,98186856
"467","Vietnam",2021-04-13,0,NA,11,2707,NA,NA,NA,NA,NA,NA,1.36,98186856
"468","Vietnam",2021-04-14,0,NA,10,2717,NA,NA,NA,NA,NA,NA,1.36,98186856
"469","Vietnam",2021-04-15,0,NA,20,2737,NA,NA,NA,NA,NA,NA,1.33,98186856
"470","Vietnam",2021-04-16,0,NA,21,2758,NA,NA,NA,NA,NA,NA,1.29,98186856
"471","Vietnam",2021-04-17,0,NA,15,2773,NA,NA,NA,NA,NA,NA,1.24,98186856
"472","Vietnam",2021-04-18,0,NA,8,2781,NA,NA,NA,NA,NA,NA,1.21,98186856
"473","Vietnam",2021-04-19,0,NA,4,2785,NA,NA,NA,NA,NA,NA,1.2,98186856
"474","Vietnam",2021-04-20,0,NA,6,2791,NA,NA,NA,NA,NA,NA,1.2,98186856
"475","Vietnam",2021-04-21,0,NA,10,2801,NA,NA,NA,NA,NA,NA,1.2,98186856
"476","Vietnam",2021-04-22,0,NA,11,2812,NA,NA,NA,NA,NA,NA,1.21,98186856
"477","Vietnam",2021-04-23,0,NA,12,2824,NA,NA,NA,NA,NA,NA,1.23,98186856
"478","Vietnam",2021-04-24,0,NA,8,2832,NA,NA,NA,NA,NA,NA,1.26,98186856
"479","Vietnam",2021-04-25,0,NA,1,2833,NA,NA,NA,NA,NA,NA,1.32,98186856
"480","Vietnam",2021-04-26,0,NA,13,2846,NA,NA,NA,NA,NA,NA,1.38,98186856
"481","Vietnam",2021-04-27,0,NA,6,2852,NA,NA,NA,NA,NA,NA,1.45,98186856
"482","Vietnam",2021-04-28,0,NA,5,2857,NA,NA,NA,NA,NA,NA,1.54,98186856
"483","Vietnam",2021-04-29,0,NA,8,2865,NA,NA,NA,NA,NA,NA,1.64,98186856
"484","Vietnam",2021-04-30,0,NA,49,2914,NA,NA,NA,9407,NA,NA,1.66,98186856
"485","Vietnam",2021-05-01,0,NA,14,2928,NA,NA,NA,NA,NA,NA,1.67,98186856
"486","Vietnam",2021-05-02,0,NA,14,2942,NA,NA,NA,NA,NA,NA,1.71,98186856
"487","Vietnam",2021-05-03,0,NA,20,2962,NA,NA,NA,NA,NA,NA,1.76,98186856
"488","Vietnam",2021-05-04,0,NA,23,2985,NA,NA,NA,NA,NA,NA,1.81,98186856
"489","Vietnam",2021-05-05,0,NA,11,2996,NA,NA,NA,NA,NA,NA,1.88,98186856
"490","Vietnam",2021-05-06,0,NA,34,3030,NA,NA,NA,NA,NA,NA,1.94,98186856
"491","Vietnam",2021-05-07,0,NA,61,3091,NA,NA,NA,NA,NA,NA,1.99,98186856
"492","Vietnam",2021-05-08,0,NA,61,3152,NA,NA,NA,NA,NA,NA,2.02,98186856
"493","Vietnam",2021-05-09,0,NA,93,3245,NA,NA,NA,NA,NA,NA,2.01,98186856
"494","Vietnam",2021-05-10,0,NA,167,3412,NA,NA,NA,NA,NA,NA,1.94,98186856
"495","Vietnam",2021-05-11,0,NA,77,3489,NA,NA,NA,NA,NA,NA,1.88,98186856
"496","Vietnam",2021-05-12,0,NA,82,3571,NA,NA,NA,NA,NA,NA,1.82,98186856
"497","Vietnam",2021-05-13,0,NA,87,3658,NA,NA,NA,NA,NA,NA,1.78,98186856
"498","Vietnam",2021-05-14,0,NA,82,3740,NA,NA,NA,21042,NA,NA,1.77,98186856
"499","Vietnam",2021-05-15,0,NA,96,3836,NA,NA,NA,22512,NA,NA,1.76,98186856
"500","Vietnam",2021-05-16,0,NA,276,4112,NA,NA,NA,22561,NA,NA,1.7,98186856
"501","Vietnam",2021-05-17,0,NA,100,4212,NA,NA,NA,NA,NA,NA,1.66,98186856
"502","Vietnam",2021-05-18,0,NA,166,4378,NA,NA,NA,28852,NA,NA,1.61,98186856
"503","Vietnam",2021-05-19,0,NA,165,4543,NA,NA,NA,NA,NA,NA,1.57,98186856
"504","Vietnam",2021-05-20,0,NA,177,4720,NA,NA,NA,NA,NA,NA,1.52,98186856
"505","Vietnam",2021-05-21,0,NA,113,4833,NA,NA,NA,NA,NA,NA,1.51,98186856
"506","Vietnam",2021-05-22,0,NA,128,4961,NA,NA,NA,28961,NA,NA,1.49,98186856
"507","Vietnam",2021-05-23,0,NA,158,5119,NA,NA,NA,NA,NA,NA,1.49,98186856
"508","Vietnam",2021-05-24,0,NA,156,5275,NA,NA,NA,NA,NA,NA,1.49,98186856
"509","Vietnam",2021-05-25,0,NA,186,5461,NA,NA,NA,NA,NA,NA,1.5,98186856
"510","Vietnam",2021-05-26,0,NA,470,5931,NA,NA,NA,28961,NA,NA,1.45,98186856
"511","Vietnam",2021-05-27,0,NA,180,6111,NA,NA,NA,NA,NA,NA,1.41,98186856
"512","Vietnam",2021-05-28,0,NA,245,6356,NA,NA,NA,NA,NA,NA,1.38,98186856
"513","Vietnam",2021-05-29,0,NA,301,6657,NA,NA,NA,NA,NA,NA,1.37,98186856
"514","Vietnam",2021-05-30,47,47,251,6908,NA,NA,NA,NA,NA,NA,1.33,98186856
"515","Vietnam",2021-05-31,0,47,260,7168,NA,NA,NA,30602,NA,NA,1.3,98186856
"516","Vietnam",2021-06-01,0,47,264,7432,NA,NA,NA,NA,NA,NA,1.26,98186856
"517","Vietnam",2021-06-02,1,48,193,7625,NA,NA,NA,31177,NA,NA,1.23,98186856
"518","Vietnam",2021-06-03,1,49,245,7870,NA,NA,NA,31551,NA,NA,1.21,98186856
"519","Vietnam",2021-06-04,0,49,245,8115,NA,NA,NA,32401,NA,NA,1.2,98186856
"520","Vietnam",2021-06-05,2,51,249,8364,NA,NA,NA,33632,NA,NA,1.17,98186856
"521","Vietnam",2021-06-06,2,53,216,8580,NA,NA,NA,33643,NA,NA,1.17,98186856
"522","Vietnam",2021-06-07,0,53,211,8791,NA,NA,NA,38166,NA,NA,1.17,98186856
"523","Vietnam",2021-06-08,1,54,236,9027,NA,NA,NA,42115,NA,NA,1.17,98186856
"524","Vietnam",2021-06-09,2,56,195,9222,NA,NA,NA,47179,NA,NA,1.18,98186856
"525","Vietnam",2021-06-10,0,56,413,9635,NA,NA,NA,50023,NA,NA,1.17,98186856
"526","Vietnam",2021-06-11,0,56,200,9835,NA,NA,NA,53127,NA,NA,1.18,98186856
"527","Vietnam",2021-06-12,2,58,213,10048,NA,NA,NA,54385,NA,NA,1.18,98186856
"528","Vietnam",2021-06-13,1,59,289,10337,NA,NA,NA,55265,NA,NA,1.2,98186856
"529","Vietnam",2021-06-14,1,60,293,10630,NA,NA,NA,59608,NA,NA,1.22,98186856
"530","Vietnam",2021-06-15,0,60,251,10881,NA,NA,NA,63636,NA,NA,1.23,98186856
"531","Vietnam",2021-06-16,2,62,423,11304,NA,NA,NA,72325,NA,NA,1.23,98186856
"532","Vietnam",2021-06-17,0,62,490,11794,NA,NA,NA,89833,NA,NA,1.22,98186856
"533","Vietnam",2021-06-18,0,62,437,12231,NA,NA,NA,105856,NA,NA,1.21,98186856
"534","Vietnam",2021-06-19,1,63,277,12508,NA,NA,NA,115315,NA,NA,1.2,98186856
"535","Vietnam",2021-06-20,2,65,470,12978,NA,NA,NA,121683,NA,NA,1.2,98186856
"536","Vietnam",2021-06-21,2,67,280,13258,NA,NA,NA,NA,NA,NA,1.2,98186856
"537","Vietnam",2021-06-22,4,71,272,13530,NA,NA,NA,133843,NA,NA,1.21,98186856
"538","Vietnam",2021-06-23,0,71,252,13782,NA,NA,NA,137682,NA,NA,1.22,98186856
"539","Vietnam",2021-06-24,1,72,207,13989,NA,NA,NA,143121,NA,NA,1.25,98186856
"540","Vietnam",2021-06-25,3,75,334,14323,NA,NA,NA,150316,NA,NA,1.29,98186856
"541","Vietnam",2021-06-26,2,77,792,15115,NA,NA,NA,155488,NA,NA,1.34,98186856
"542","Vietnam",2021-06-27,0,77,210,15325,NA,NA,NA,157136,NA,NA,1.37,98186856
"543","Vietnam",2021-06-28,3,80,415,15740,NA,NA,NA,172994,NA,NA,1.39,98186856
"544","Vietnam",2021-06-29,2,82,396,16136,NA,NA,NA,182481,NA,NA,1.42,98186856
"545","Vietnam",2021-06-30,2,84,371,16507,NA,NA,NA,193041,NA,NA,1.46,98186856
"546","Vietnam",2021-07-01,3,87,545,17052,NA,NA,NA,204006,NA,NA,1.5,98186856
"547","Vietnam",2021-07-02,0,87,675,17727,NA,NA,NA,214405,NA,NA,1.54,98186856
"548","Vietnam",2021-07-03,5,92,633,18360,NA,NA,NA,218602,NA,NA,1.59,98186856
"549","Vietnam",2021-07-04,0,92,950,19310,NA,NA,NA,223336,NA,NA,1.62,98186856
"550","Vietnam",2021-07-05,7,99,951,20261,NA,NA,NA,226858,NA,NA,1.65,98186856
"551","Vietnam",2021-07-06,7,106,1051,21312,NA,NA,NA,235570,NA,NA,1.66,98186856
"552","Vietnam",2021-07-07,7,113,1029,22341,NA,NA,NA,241913,NA,NA,1.68,98186856
"553","Vietnam",2021-07-08,8,121,1044,23385,NA,NA,NA,249532,NA,NA,1.7,98186856
"554","Vietnam",2021-07-09,6,127,1425,24810,NA,NA,NA,258274,NA,NA,1.73,98186856
"555","Vietnam",2021-07-10,11,138,1798,26608,NA,NA,NA,271409,NA,NA,1.73,98186856
"556","Vietnam",2021-07-11,8,146,1862,28470,NA,NA,NA,277447,NA,NA,1.75,98186856
"557","Vietnam",2021-07-12,16,162,2008,30478,NA,NA,NA,280367,NA,NA,1.76,98186856
"558","Vietnam",2021-07-13,17,179,2187,32665,NA,NA,NA,283884,NA,NA,1.76,98186856
"559","Vietnam",2021-07-14,15,194,2744,35409,NA,NA,NA,286772,NA,NA,1.76,98186856
"560","Vietnam",2021-07-15,11,205,2830,38239,NA,NA,NA,294676,NA,NA,1.76,98186856
"561","Vietnam",2021-07-16,2,207,4049,42288,NA,NA,NA,298177,NA,NA,1.75,98186856
"562","Vietnam",2021-07-17,18,225,4004,46292,NA,NA,NA,304998,NA,NA,1.72,98186856
"563","Vietnam",2021-07-18,0,225,4710,51002,NA,NA,NA,306475,NA,NA,1.7,98186856
"564","Vietnam",2021-07-19,29,254,4843,55845,NA,NA,NA,309791,NA,NA,1.68,98186856
"565","Vietnam",2021-07-20,0,254,4335,60180,NA,NA,NA,317672,NA,NA,1.65,98186856
"566","Vietnam",2021-07-21,80,334,5427,65607,NA,NA,NA,324955,NA,NA,1.63,98186856
"567","Vietnam",2021-07-22,36,370,5537,71144,NA,NA,NA,334560,NA,NA,1.6,98186856
"568","Vietnam",2021-07-23,0,370,7125,78269,NA,NA,NA,353601,NA,NA,1.57,98186856
"569","Vietnam",2021-07-24,0,370,8688,86957,NA,NA,NA,372353,NA,NA,1.53,98186856
"570","Vietnam",2021-07-25,0,370,7956,94913,NA,NA,NA,389863,NA,NA,1.49,98186856
"571","Vietnam",2021-07-26,0,370,6260,101173,NA,NA,NA,423071,NA,NA,1.45,98186856
"572","Vietnam",2021-07-27,154,524,7938,109111,NA,NA,NA,450836,NA,NA,1.43,98186856
"573","Vietnam",2021-07-28,0,524,8010,117121,NA,NA,NA,496630,NA,NA,1.39,98186856
"574","Vietnam",2021-07-29,106,630,6519,123640,NA,NA,NA,546402,NA,NA,1.36,98186856
"575","Vietnam",2021-07-30,392,1022,9765,133405,NA,NA,NA,588893,NA,NA,1.32,98186856
"576","Vietnam",2021-07-31,139,1161,7717,141122,NA,NA,NA,620611,NA,NA,1.29,98186856
"577","Vietnam",2021-08-01,145,1306,8938,150060,NA,NA,NA,659064,NA,NA,1.27,98186856
"578","Vietnam",2021-08-02,0,1306,7447,157507,NA,NA,NA,712864,NA,NA,1.25,98186856
"579","Vietnam",2021-08-03,575,1881,7832,165339,NA,NA,NA,744331,NA,NA,1.25,98186856
"580","Vietnam",2021-08-04,190,2071,9122,174461,NA,NA,NA,778986,NA,NA,1.22,98186856
"581","Vietnam",2021-08-05,256,2327,7295,181756,NA,NA,NA,820023,NA,NA,1.2,98186856
"582","Vietnam",2021-08-06,393,2720,7310,189066,NA,NA,NA,863323,NA,NA,1.18,98186856
"583","Vietnam",2021-08-07,296,3016,8109,197175,NA,NA,NA,888459,NA,NA,1.18,98186856
"584","Vietnam",2021-08-08,234,3250,8481,205656,NA,NA,NA,945806,NA,NA,1.17,98186856
"585","Vietnam",2021-08-09,147,3397,9904,215560,NA,NA,NA,1003287,NA,NA,1.16,98186856
"586","Vietnam",2021-08-10,360,3757,9334,224894,NA,NA,NA,1036102,NA,NA,1.14,98186856
"587","Vietnam",2021-08-11,388,4145,8043,232937,NA,NA,NA,1092700,NA,NA,1.13,98186856
"588","Vietnam",2021-08-12,342,4487,8606,241543,NA,NA,NA,1191855,NA,NA,1.12,98186856
"589","Vietnam",2021-08-13,326,4813,5025,246568,NA,NA,NA,1271973,NA,NA,1.12,98186856
"590","Vietnam",2021-08-14,275,5088,9180,255748,NA,NA,NA,1355677,NA,NA,1.13,98186856
"591","Vietnam",2021-08-15,349,5437,9716,265464,NA,NA,NA,1379274,NA,NA,1.13,98186856
"592","Vietnam",2021-08-16,337,5774,9580,275044,NA,NA,NA,1401834,NA,NA,1.13,98186856
"593","Vietnam",2021-08-17,367,6141,8652,283696,NA,NA,NA,1486425,NA,NA,1.13,98186856
"594","Vietnam",2021-08-18,331,6472,9605,293301,NA,NA,NA,1562669,NA,NA,1.14,98186856
"595","Vietnam",2021-08-19,298,6770,8656,301957,NA,NA,NA,1636372,NA,NA,1.14,98186856
"596","Vietnam",2021-08-20,380,7150,10654,312611,NA,NA,NA,1707066,NA,NA,1.15,98186856
"597","Vietnam",2021-08-21,390,7540,10657,323268,NA,NA,NA,1791248,NA,NA,1.15,98186856
"598","Vietnam",2021-08-22,0,7540,13439,336707,NA,NA,NA,1834348,NA,NA,1.15,98186856
"599","Vietnam",2021-08-23,737,8277,11352,348059,NA,NA,NA,1922313,NA,NA,1.15,98186856
"600","Vietnam",2021-08-24,389,8666,10397,358456,NA,NA,NA,2039251,NA,NA,1.14,98186856
"601","Vietnam",2021-08-25,348,9014,10811,369267,NA,NA,NA,2139545,NA,NA,1.14,98186856
"602","Vietnam",2021-08-26,335,9349,12096,381363,NA,NA,NA,2235013,NA,NA,1.14,98186856
"603","Vietnam",2021-08-27,318,9667,11575,392938,NA,NA,NA,2328431,NA,NA,1.14,98186856
"604","Vietnam",2021-08-28,386,10053,17428,410366,NA,NA,NA,2431205,NA,NA,1.13,98186856
"605","Vietnam",2021-08-29,352,10405,12103,422469,NA,NA,NA,2524407,NA,NA,1.11,98186856
"606","Vietnam",2021-08-30,344,10749,12796,435265,NA,NA,NA,2619186,NA,NA,1.1,98186856
"607","Vietnam",2021-08-31,315,11064,14224,449489,NA,NA,NA,2726563,NA,NA,1.09,98186856
"608","Vietnam",2021-09-01,0,11064,12603,462092,NA,NA,NA,2881553,NA,NA,1.07,98186856
"609","Vietnam",2021-09-02,804,11868,11438,473530,NA,NA,NA,2959122,NA,NA,1.06,98186856
"610","Vietnam",2021-09-03,270,12138,13197,486727,NA,NA,NA,3047525,NA,NA,1.05,98186856
"611","Vietnam",2021-09-04,308,12446,14922,501649,NA,NA,NA,3198545,NA,NA,1.04,98186856
"612","Vietnam",2021-09-05,347,12793,9521,511170,NA,NA,NA,3338783,NA,NA,1.03,98186856
"613","Vietnam",2021-09-06,281,13074,13137,524307,NA,NA,NA,3444406,NA,NA,1.03,98186856
"614","Vietnam",2021-09-07,311,13385,12481,536788,NA,NA,NA,3768683,NA,NA,1.02,98186856
"615","Vietnam",2021-09-08,316,13701,14208,550996,NA,NA,NA,4189782,NA,NA,1.01,98186856
"616","Vietnam",2021-09-09,434,14135,12680,563676,NA,NA,NA,4467586,NA,NA,0.99,98186856
"617","Vietnam",2021-09-10,335,14470,12420,576096,NA,NA,NA,4740764,NA,NA,0.98,98186856
"618","Vietnam",2021-09-11,275,14745,13321,589417,NA,NA,NA,5056325,NA,NA,0.97,98186856
"619","Vietnam",2021-09-12,273,15018,11932,601349,NA,NA,NA,5326059,NA,NA,0.96,98186856
"620","Vietnam",2021-09-13,261,15279,12026,613375,NA,NA,NA,5621403,NA,NA,0.95,98186856
"621","Vietnam",2021-09-14,381,15660,11172,624547,NA,45095067,NA,5834687,NA,NA,0.94,98186856
"622","Vietnam",2021-09-15,276,15936,10508,635055,718063,45813130,NA,5988864,NA,NA,0.93,98186856
"623","Vietnam",2021-09-16,250,16186,10585,645640,884347,46697477,NA,6184726,NA,NA,0.92,98186856
"624","Vietnam",2021-09-17,239,16425,10489,656129,795175,47492652,NA,6347095,NA,NA,0.92,98186856
"625","Vietnam",2021-09-18,212,16637,11521,667650,560173,48052825,NA,6517771,NA,NA,0.91,98186856
"626","Vietnam",2021-09-19,220,16857,9373,677023,443937,48496762,NA,6640061,NA,NA,0.9,98186856
"627","Vietnam",2021-09-20,233,17090,10040,687063,413463,48910225,NA,6783707,NA,NA,0.9,98186856
"628","Vietnam",2021-09-21,215,17305,8681,695744,393435,49303660,0.0172,6930160,NA,NA,0.9,98186856
"629","Vietnam",2021-09-22,240,17545,11692,707436,431636,49735296,0.0187,7058109,NA,NA,0.89,98186856
"630","Vietnam",2021-09-23,236,17781,11527,718963,569083,50304379,0.02,7259412,NA,NA,0.88,98186856
"631","Vietnam",2021-09-24,439,18220,9472,728435,422688,50727067,0.0214,7555545,NA,NA,0.87,98186856
"632","Vietnam",2021-09-25,0,18220,8537,736972,400433,51127500,0.0227,7946283,NA,NA,0.86,98186856
"633","Vietnam",2021-09-26,180,18400,9706,746678,432433,51559933,0.0227,8286558,NA,NA,0.85,98186856
"634","Vietnam",2021-09-27,184,18584,10011,756689,344543,51904476,0.0235,8597064,NA,NA,0.84,98186856
"635","Vietnam",2021-09-28,174,18758,9362,766051,130796,52035272,0.0231,8981400,NA,NA,0.82,98186856
"636","Vietnam",2021-09-29,178,18936,4589,770640,311841,52347113,0.0231,9496111,NA,NA,0.81,98186856
"637","Vietnam",2021-09-30,162,19098,8758,779398,343844,52690957,0.0261,9818448,NA,NA,0.8,98186856
"638","Vietnam",2021-10-01,203,19301,11357,790755,655644,53346601,0.0232,10126423,NA,NA,0.78,98186856
"639","Vietnam",2021-10-02,136,19437,6957,797712,374419,53721020,0.0218,10482392,NA,NA,0.77,98186856
"640","Vietnam",2021-10-03,164,19601,5490,803202,292690,54013710,0.0211,10873929,NA,NA,0.75,98186856
"641","Vietnam",2021-10-04,114,19715,5376,808578,297586,54311296,0.0199,11613917,NA,NA,0.74,98186856
"642","Vietnam",2021-10-05,130,19845,5383,813961,307444,54618740,0.0185,12221677,NA,NA,0.73,98186856
"643","Vietnam",2021-10-06,134,19979,4363,818324,302319,54921059,0.0168,12806398,NA,NA,0.73,98186856
"644","Vietnam",2021-10-07,119,20098,4363,822687,187746,55108805,0.0149,NA,NA,NA,0.73,98186856
"645","Vietnam",2021-10-08,125,20223,4150,826837,308169,55416974,0.0164,14242628,NA,NA,0.73,98186856
"646","Vietnam",2021-10-09,114,20337,4784,831621,200798,55617772,0.0174,NA,NA,NA,0.74,98186856
"647","Vietnam",2021-10-10,105,20442,4513,836134,351495,55969267,0.0159,15581428,NA,NA,0.74,98186856
"648","Vietnam",2021-10-11,113,20555,3528,839662,205382,56174649,0.0157,16141038,NA,NA,0.75,98186856
"649","Vietnam",2021-10-12,115,20670,3619,843281,292080,56466729,0.0151,16493600,NA,NA,0.76,98186856
"650","Vietnam",2021-10-13,93,20763,2949,846230,339652,56806381,0.0143,16802200,NA,NA,0.77,98186856
"651","Vietnam",2021-10-14,106,20869,3461,849691,261986,57068367,0.0138,17191810,NA,NA,0.79,98186856
"652","Vietnam",2021-10-15,81,20950,4151,853842,211630,57279997,0.014,NA,NA,NA,0.8,98186856
"653","Vietnam",2021-10-16,93,21043,3797,857639,245424,57525421,0.013,17849651,NA,NA,0.82,98186856
"654","Vietnam",2021-10-17,88,21131,3221,860860,202147,57727568,0.0139,18152243,NA,NA,0.84,98186856
"655","Vietnam",2021-10-18,63,21194,3193,864053,NA,NA,0.0136,18498737,NA,NA,0.86,98186856
"656","Vietnam",2021-10-19,75,21269,3168,867221,NA,58153989,0.0142,19086016,NA,NA,0.88,98186856
"657","Vietnam",2021-10-20,75,21344,3034,870255,188790,58342779,0.0158,19457563,NA,NA,0.91,98186856
"658","Vietnam",2021-10-21,72,21416,3646,873901,217370,58560149,0.0159,NA,NA,NA,0.93,98186856
